Removed Pin From Net: NetName=NetR38_2 Pin=U7-1
Removed Pin From Net: NetName=NetR38_2 Pin=U7-2
Removed Pin From Net: NetName=NetR37_2 Pin=U7-3
Removed Pin From Net: NetName=+3V3 Pin=U7-4
Removed Pin From Net: NetName=GND Pin=U7-11
Removed Member From Class: ClassName=LPF Member=U1
Removed Member From Class: ClassName=REF_VOLTAGE_RELAY_DRIVER Member=U7
Change component parameters: Designator = "U8" ("U8"); Footprint = "SOT-23-3_L3.0-W1.7-P0.95-LS2.9-BR"; UniqueID = "\FHVKCGGU" ("\FHVKCGGU")
Change component parameters (AddParameter): Name = "Group ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "JLCPCB Part Class"; Value = "Extended Part"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC Part Name"; Value = "22pF ±1% 50V"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "FH(??)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer Part Number"; Value = "0805CG220F500NT"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelId"; Value = "8c88e81f49c6409b980720ec8953afb6?0819f05c4eef4c71ace90d822a990e87"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelName"; Value = "C0805_L2.0-W1.3-H1.3"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelTransform"; Value = "78.74,51.181,0,0,0,0,0,0.0005,0"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Reuse Block"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Source"; Value = "P1.SCHLIB"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Footprint"; Value = "0805"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Part Number"; Value = "C190088"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Symbol"; Value = "0805CG220F500NT"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Temperature Coefficient"; Value = "C0G"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Tolerance"; Value = "1%"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "22pF"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Voltage Rating"; Value = "50V"; VariantName = "[No Variations]"
Change component parameters: Designator = "C7" ("C7"); Footprint = "C0805"; UniqueID = "\ZWTBQKDN" ("\ZWTBQKDN")
Change component parameters (AddParameter): Name = "AddInBom"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Channel ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ConvertToPcb"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Datasheet"; Value = "https://item.szlcsc.com/datasheet/VJ0805A100FXACW1BC/2269676.html"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Design Item ID"; Value = "VJ0805A100FXACW1BC"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Device"; Value = "VJ0805A100FXACW1BC"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "FootprintName"; Value = "C0805"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Group ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "JLCPCB Part Class"; Value = "Extended Part"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC Part Name"; Value = "10pF ±1% 50V"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "VISHAY(??)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer Part Number"; Value = "VJ0805A100FXACW1BC"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelId"; Value = "8c88e81f49c6409b980720ec8953afb6?0819f05c4eef4c71ace90d822a990e87"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelName"; Value = "C0805_L2.0-W1.3-H1.3"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelTransform"; Value = "78.74,51.181,0,0,0,0,0,0.0005,0"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Reuse Block"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Source"; Value = "P1.SCHLIB"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Footprint"; Value = "0805"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Part Number"; Value = "C2177610"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Symbol"; Value = "VJ0805A100FXACW1BC"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Temperature Coefficient"; Value = "C0G"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Tolerance"; Value = "1%"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "10pF"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Voltage Rating"; Value = "50V"; VariantName = "[No Variations]"
Change component parameters: Designator = "C8" ("C8"); Footprint = "C0805"; UniqueID = "\SXWHXMGQ" ("\SXWHXMGQ")
Change component parameters (AddParameter): Name = "AddInBom"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Channel ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ConvertToPcb"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Datasheet"; Value = "https://item.szlcsc.com/datasheet/0805CG160J500NT/2148.html"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Design Item ID"; Value = "0805CG160J500NT"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Device"; Value = "0805CG160J500NT"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "FootprintName"; Value = "C0805"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Group ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "JLCPCB Part Class"; Value = "Extended Part"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC Part Name"; Value = "16pF ±5% 50V"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "FH(??)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer Part Number"; Value = "0805CG160J500NT"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelId"; Value = "8c88e81f49c6409b980720ec8953afb6?0819f05c4eef4c71ace90d822a990e87"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelName"; Value = "C0805_L2.0-W1.3-H1.3"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelTransform"; Value = "78.74,51.181,0,0,0,0,0,0.0005,0"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Reuse Block"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Source"; Value = "P1.SCHLIB"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Footprint"; Value = "0805"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Part Number"; Value = "C1796"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Symbol"; Value = "0805CG160J500NT"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Temperature Coefficient"; Value = "C0G"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Tolerance"; Value = "5%"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "16pF"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Voltage Rating"; Value = "50V"; VariantName = "[No Variations]"
Change component parameters: Designator = "C9" ("C9"); Footprint = "C0805"; UniqueID = "\MYDFRATV" ("\MYDFRATV")
Change component parameters (AddParameter): Name = "AddInBom"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Channel ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ConvertToPcb"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Datasheet"; Value = "https://item.szlcsc.com/datasheet/CC0805JRX7R9BB104/112720.html"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Design Item ID"; Value = "CC0805JRX7R9BB104"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Device"; Value = "CC0805JRX7R9BB104"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "FootprintName"; Value = "C0805"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Group ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "JLCPCB Part Class"; Value = "Extended Part"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC Part Name"; Value = "100nF ±5% 50V"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "YAGEO(??)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer Part Number"; Value = "CC0805JRX7R9BB104"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelId"; Value = "8c88e81f49c6409b980720ec8953afb6?0819f05c4eef4c71ace90d822a990e87"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelName"; Value = "C0805_L2.0-W1.3-H1.3"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelTransform"; Value = "78.74,51.181,0,0,0,0,0,0.0005,0"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Reuse Block"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Source"; Value = "P1.SCHLIB"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Footprint"; Value = "0805"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Part Number"; Value = "C111492"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Symbol"; Value = "CC0805JRX7R9BB104"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Temperature Coefficient"; Value = "X7R"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Tolerance"; Value = "5%"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "100nF"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Voltage Rating"; Value = "50V"; VariantName = "[No Variations]"
Change component parameters: Designator = "C10" ("C10"); Footprint = "C0805"; UniqueID = "\SXXBBMGS" ("\SXXBBMGS")
Change component parameters (AddParameter): Name = "AddInBom"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Channel ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ConvertToPcb"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Datasheet"; Value = "https://item.szlcsc.com/datasheet/CC0805JRX7R9BB104/112720.html"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Design Item ID"; Value = "CC0805JRX7R9BB104"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Device"; Value = "CC0805JRX7R9BB104"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "FootprintName"; Value = "C0805"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Group ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "JLCPCB Part Class"; Value = "Extended Part"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LCSC Part Name"; Value = "100nF ±5% 50V"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "YAGEO(??)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer Part Number"; Value = "CC0805JRX7R9BB104"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelId"; Value = "8c88e81f49c6409b980720ec8953afb6?0819f05c4eef4c71ace90d822a990e87"; VariantName = "[No Variations]"
